title,url,date_parsed,topic,topic_label,umap_x,umap_y
Aging by the clock and yet without a program,https://www.nature.com/articles/s43587-025-00975-2,2025-09-19 13:46:50+00:00,1,"Aging, Biological, Clocks",3.2454767,10.685045
3D multi-omic mapping of whole nondiseased human fallopian tubes at cellular resolution reveals a large incidence of ovarian cancer precursors,https://www.biorxiv.org/content/10.1101/2025.09.21.677628v1,2025-09-22 15:23:10+00:00,8,"Omics, Spatial omics, Spatial",-1.0663798,10.907777
ShapeEmbed: a self-supervised learning framework for 2D contour quantification,https://arxiv.org/pdf/2507.01009,2025-09-23 16:02:42+00:00,2,"Learning, Graph, Segment",-3.8891969,8.525348
scPortrait integrates single-cell images into multimodal modeling,https://www.biorxiv.org/content/10.1101/2025.09.22.677590v1,2025-09-24 05:39:29+00:00,5,"Cell, Segmentation, Cell segmentation",-3.1904783,9.662825
Designing smart spatial omics experiments with S2Omics,https://www.biorxiv.org/content/10.1101/2025.09.21.677634v1 ,2025-09-24 20:28:49+00:00,8,"Omics, Spatial omics, Spatial",-1.3885415,11.530459
The multiomics blueprint of the individual with the most extreme lifespan,https://www.cell.com/cell-reports-medicine/fulltext/S2666-3791(25)00441-0,2025-09-25 13:45:07+00:00,1,"Aging, Biological, Clocks",2.1220229,10.564141
Spatial morphoproteomic features predict disease states from tissue architectures,https://www.sciencedirect.com/science/article/pii/S2589004225014658,2025-09-15 09:18:01+00:00,4,"Human, Atlas, Tissue",-2.3473294,11.587874
Spatial gene expression at single-cell resolution from histology using deep learning with GHIST,https://www.nature.com/articles/s41592-025-02795-z,2025-09-16 09:11:22+00:00,17,"Spatial, Transcriptomics, Spatial transcriptomics",-5.0726066,10.39164
Incorporating genetic data improves target  trial emulations and informs the use of  polygenic scores in randomized controlled  trial design,https://doi.org/10.1038/s41588-025-02229-8,2025-09-17 13:31:12+00:00,13,"Genetic, Risk, Prediction",-0.13032536,8.83907
Scaling up spatial transcriptomics for large-sized tissues: uncovering cellular-level tissue architecture beyond conventional platforms with iSCALE,https://www.nature.com/articles/s41592-025-02770-8,2025-09-17 19:13:40+00:00,17,"Spatial, Transcriptomics, Spatial transcriptomics",-4.4996986,11.795476
ScribblePrompt: Fast and Flexible Interactive Segmentation for Any Biomedical Image,https://doi.org/10.48550/arXiv.2312.07381,2025-09-18 14:58:52+00:00,5,"Cell, Segmentation, Cell segmentation",-3.8143656,8.318833
A nanopathology pipeline for clinical research across scales using human tissue,https://www.medrxiv.org/content/10.1101/2025.08.29.25334660v1.full.pdf,2025-09-03 13:57:03+00:00,11,"Imaging, Multiplexed, Using",-3.956692,10.456138
Decoding Fibrosis: Transcriptomic and Clinical Insights via AI-Derived Collagen Deposition Phenotypes in MASLD,https://www.medrxiv.org/content/10.1101/2025.08.29.25334719v1,2025-09-08 08:24:05+00:00,7,"Cell, Rna, Single",-1.9021198,12.100708
Label-Free Whole Slide Virtual Multi-Staining Using Dual-Excitation Photon Absorption Remote Sensing Microscopy,https://arxiv.org/pdf/2509.05085,2025-09-08 08:32:49+00:00,11,"Imaging, Multiplexed, Using",-4.956032,9.434636
Impact of Data Quality on Deep Learning Prediction of Spatial Transcriptomics from Histology Images,https://www.biorxiv.org/content/10.1101/2025.09.04.674228v1,2025-09-09 14:36:58+00:00,15,"Learning, Deep learning, Deep",-5.5381384,10.5622835
Energy-Regularized Graph Learning for Multiscale Spatial Representation,https://www.biorxiv.org/content/10.1101/2025.08.22.671846v1,2025-09-10 09:47:40+00:00,2,"Learning, Graph, Segment",-2.0781,9.300282
Standardized Multi-Layer Tissue Maps for Enhanced Artificial Intelligence Integration and Search in Large-Scale Whole Slide Image Archives,https://arxiv.org/abs/2508.21418,2025-09-01 07:18:24+00:00,0,"Images, Histopathology, Histological",-3.7580168,8.0694275
Decoding biological age from face photographs using deep learning,https://www.medrxiv.org/content/10.1101/2023.09.12.23295132,2025-09-02 11:29:29+00:00,16,"Age, Brain, Brain age",1.6155616,9.447865
ROSIE: AI generation of multiplex immunofluorescence staining from histopathology images,https://www.nature.com/articles/s41467-025-62346-0,2025-08-19 10:53:11+00:00,0,"Images, Histopathology, Histological",-4.7046294,9.52563
Generative Medical Event Models Improve with Scale,https://arxiv.org/pdf/2508.12104,2025-08-20 06:00:00+00:00,2,"Learning, Graph, Segment",-1.9291174,8.089877
Constructing and Using Cell Type Populations of the Human Reference Atlas,https://www.biorxiv.org/content/10.1101/2025.08.14.670406,2025-08-21 08:55:29+00:00,4,"Human, Atlas, Tissue",-1.8374912,10.058766
Stereo-cell: Spatial enhanced-resolution single-cell sequencing with high-density DNA nanoball-patterned arrays,https://www.science.org/doi/10.1126/science.adr0475,2025-08-22 05:34:35+00:00,18,"Cell, Single, Single cell",-2.8639743,11.513175
Advancing Target Discovery Through Disease-Specific Integration of Multi-Modal Target Identification Models and Comprehensive Target Benchmarking System,https://www.biorxiv.org/content/10.1101/2025.08.06.668866,2025-08-25 06:00:00+00:00,13,"Genetic, Risk, Prediction",-1.2557163,7.915575
OwkinZero: Accelerating Biological Discovery with AI,https://arxiv.org/abs/2508.16315,2025-08-25 14:31:33+00:00,10,"Discovery, Model, Ai",-2.2430863,8.111212
Three-dimensional high-content imaging of unstained soft tissue with subcellular resolution using a laboratory-based multi-modal X-ray microscope,https://www.medrxiv.org/content/10.1101/2025.07.13.25331466v1,2025-08-11 09:41:56+00:00,11,"Imaging, Multiplexed, Using",-3.8921845,10.478424
Towards Robust Foundation Models for Digital Pathology,https://arxiv.org/abs/2507.17845,2025-08-12 07:42:43+00:00,6,"Pathology, Foundation, Model",-3.4949646,7.203651
Towards Comprehensive Cellular Characterisation of H&E slides,https://arxiv.org/pdf/2508.09926,2025-08-14 13:32:08+00:00,5,"Cell, Segmentation, Cell segmentation",-2.716279,10.398188
Comprehensive human proteome profiles across a 50-year lifespan reveal aging trajectories and signatures,https://www.cell.com/cell/fulltext/S0092-8674(25)00749-4,2025-07-28 07:55:15+00:00,12,"Aging, Senescence, Ageing",2.3107123,11.316942
The Human Organ Atlas,https://www.biorxiv.org/content/10.1101/2025.07.31.667856v1.full,2025-08-04 16:07:40+00:00,4,"Human, Atlas, Tissue",-1.5988747,9.795217
Histopathology-based protein multiplex generation using deep learning,https://www.nature.com/articles/s42256-025-01074-y,2025-08-05 15:11:57+00:00,15,"Learning, Deep learning, Deep",-5.496787,9.351994
Plasma proteomics links brain and immune system aging with healthspan and longevity,https://www.nature.com/articles/s41591-025-03798-1,2025-07-18 20:33:54+00:00,12,"Aging, Senescence, Ageing",2.347974,11.382514
A multimodal vision foundation model for clinical dermatology,https://www.nature.com/articles/s41591-025-03747-y,2025-07-21 15:42:18+00:00,6,"Pathology, Foundation, Model",-3.230988,7.196321
SEAL: Spatially-resolved Embedding Analysis with Linked Imaging Data,https://www.biorxiv.org/content/10.1101/2025.07.19.665696v2,2025-07-23 11:16:24+00:00,11,"Imaging, Multiplexed, Using",-4.753187,11.349963
Deep-learning triage of 3D pathology datasets for comprehensive and efficient pathologist assessments,https://www.biorxiv.org/content/10.1101/2025.07.20.665804v1,2025-07-24 16:15:29+00:00,15,"Learning, Deep learning, Deep",-4.8483644,7.738785
DNA Methylation Ageing Atlas Across 17 Human Tissues,https://www.biorxiv.org/content/10.1101/2025.07.21.665830v1,2025-07-25 17:12:15+00:00,12,"Aging, Senescence, Ageing",2.6522467,11.808481
The exposome of healthy and accelerated aging across 40 countries,https://www.nature.com/articles/s41591-025-03808-2,2025-07-15 13:05:17+00:00,1,"Aging, Biological, Clocks",2.3962173,10.196295
DunedinPACNI estimates the longitudinal Pace of Aging from a single brain image to track health and disease,https://www.nature.com/articles/s43587-025-00897-z,2025-07-16 08:53:31+00:00,16,"Age, Brain, Brain age",2.3817725,9.551292
Tissue architecture dynamics underlying immune development and decline in the thymus,https://www.biorxiv.org/content/10.1101/2025.06.28.662120v1,2025-07-07 09:41:58+00:00,3,"Immune, Cells, Cell",0.72876984,12.141551
Cross-modal autoencoder framework learns holistic representations of cardiovascular state,https://www.nature.com/articles/s41467-023-38125-0,2025-07-07 14:10:51+00:00,16,"Age, Brain, Brain age",-1.2277954,9.031416
PhenoBench: A Comprehensive Benchmark for Cell Phenotyping,https://arxiv.org/pdf/2507.03532,2025-07-08 09:55:47+00:00,5,"Cell, Segmentation, Cell segmentation",-3.251976,10.427238
Accelerating histopathology workflows with generative AI-based virtually multiplexed tumour profiling,https://doi.org/10.1038/s42256-024-00889-5,2025-07-08 12:44:11+00:00,0,"Images, Histopathology, Histological",-4.464674,8.820982
ADPv2: A Hierarchical Histological Tissue Type-Annotated Dataset for Potential Biomarker Discovery of Colorectal Disease,https://arxiv.org/pdf/2507.05656,2025-07-09 09:23:37+00:00,0,"Images, Histopathology, Histological",-5.2955127,9.484178
Automated cell annotation and classification on histopathology for spatial biomarker discovery,https://www.nature.com/articles/s41467-025-61349-1,2025-07-11 06:40:51+00:00,0,"Images, Histopathology, Histological",-4.8991194,9.594138
Genome-Anchored Foundation Model Embeddings Improve Molecular Prediction from Histology Images,https://arxiv.org/pdf/2506.19681,2025-06-25 07:56:54+00:00,0,"Images, Histopathology, Histological",-5.175157,9.773346
AlphaGenome: advancing regulatory variant effect prediction with a unified DNA sequence model,https://storage.googleapis.com/deepmind-media/papers/alphagenome.pdf,2025-06-26 09:52:56+00:00,13,"Genetic, Risk, Prediction",-0.16684759,9.23852
Combined assembloid modeling and 3D whole-organ mapping captures the microanatomy and function of the human fallopian tube,https://www.science.org/doi/full/10.1126/sciadv.adp6285,2025-06-20 10:50:58+00:00,4,"Human, Atlas, Tissue",-1.2513713,10.650929
Integration of nuclear morphology and 3D imaging to profile cellular neighborhoods,https://www.biorxiv.org/content/10.1101/2025.03.31.646356v1,2025-06-23 07:46:13+00:00,5,"Cell, Segmentation, Cell segmentation",-2.7583392,10.166111
Sarcosine decreases in sarcopenia and enhances muscle regeneration and adipose thermogenesis by activating anti-inflammatory macrophages,https://www.nature.com/articles/s43587-025-00900-7,2025-06-23 12:48:36+00:00,3,"Immune, Cells, Cell",1.032981,11.7604475
Unveiling an AI-Generated Tissue Atlas for Advancing Biological Insights,https://www.linkedin.com/posts/jtleek_i-still-remember-when-the-gtex-project-https-activity-7331709895634845696-V3NV?utm_source=share&utm_medium=member_desktop&rcm=ACoAADENGLQBZBd8rrwnex3TzMxwF1CfhRSBuEU,2025-06-05 08:51:24+00:00,4,"Human, Atlas, Tissue",-2.3425682,9.533391
A Foundation Model for Spatial Proteomics,https://arxiv.org/abs/2506.03373v1,2025-06-05 17:46:40+00:00,17,"Spatial, Transcriptomics, Spatial transcriptomics",-3.7565143,11.541274
scVIVA: a probabilistic framework for representation of cells and their environments in spatial transcriptomics,https://www.biorxiv.org/content/10.1101/2025.06.01.657182v1,2025-06-10 09:12:10+00:00,17,"Spatial, Transcriptomics, Spatial transcriptomics",-4.3930593,11.928977
"Three-dimensional assessments are necessary to determine the true, spatially resolved composition of tissues",https://www.cell.com/cell-reports-methods/fulltext/S2667-2375(25)00111-0,2025-06-11 14:08:22+00:00,4,"Human, Atlas, Tissue",-3.0237207,11.080802
Hundreds of cardiac MRI traits derived using 3D diffusion autoencoders share a common genetic architecture,https://www.medrxiv.org/content/10.1101/2024.11.04.24316700v2,2025-05-27 12:02:36+00:00,16,"Age, Brain, Brain age",-1.0243701,9.291688
MOSAIC: Intra-tumoral heterogeneity characterization through large-scale spatial and cell-resolved multi-omics profiling,https://www.biorxiv.org/content/10.1101/2025.05.15.654189v1,2025-05-28 13:56:41+00:00,8,"Omics, Spatial omics, Spatial",-2.2857163,11.641298
House of Clocks: On the Misuse of Ageing Composite Measures,https://www.biorxiv.org/content/10.1101/2025.05.24.655934v1,2025-05-30 06:00:00+00:00,1,"Aging, Biological, Clocks",3.393344,10.777067
TLPath predicts telomere length in human tissues from histopathology images,https://www.biorxiv.org/content/10.1101/2025.03.04.641489v1,2025-06-04 09:27:32+00:00,14,"Telomere, Telomere length, Length",1.8820739,13.430324
"HISTAI: An Open-Source, Large-Scale Whole Slide Image Dataset for Computational Pathology",https://arxiv.org/pdf/2505.12120,2025-05-20 08:32:02+00:00,0,"Images, Histopathology, Histological",-4.122523,7.72923
Clonal tracing with somatic epimutations reveals dynamics of blood ageing,https://www.nature.com/articles/s41586-025-09041-8,2025-05-23 11:24:03+00:00,12,"Aging, Senescence, Ageing",2.0045092,11.574672
Cell simulation as cell segmentation,https://www.nature.com/articles/s41592-025-02697-0,2025-05-23 06:55:28+00:00,5,"Cell, Segmentation, Cell segmentation",-3.129876,9.684415
Scaling Large Language Models for Next-Generation Single-Cell Analysis,https://www.biorxiv.org/content/10.1101/2025.04.14.648850v1.full,2025-05-12 08:46:40+00:00,18,"Cell, Single, Single cell",-2.7373085,10.791691
Histo-Miner: Tissue Features Extraction With Deep Learning from H&E Images of Squamous Cell Carcinoma Skin Cancer,https://arxiv.org/pdf/2505.04672,2025-05-12 11:07:18+00:00,0,"Images, Histopathology, Histological",-5.450656,8.946406
Evaluating Vision and Pathology Foundation Models for Computational Pathology: A Comprehensive Benchmark Study,https://www.medrxiv.org/content/10.1101/2025.05.08.25327250v1.full.pdf,2025-05-13 08:53:31+00:00,6,"Pathology, Foundation, Model",-3.188391,6.9710917
Single-cell immune aging clocks reveal inter-individual heterogeneity during infection and vaccination,https://www.nature.com/articles/s43587-025-00819-z,2025-05-14 07:56:30+00:00,3,"Immune, Cells, Cell",0.50033677,11.738863
Combining spatial transcriptomics with tissue morphology,https://www.nature.com/articles/s41467-025-58989-8,2025-05-16 06:56:43+00:00,17,"Spatial, Transcriptomics, Spatial transcriptomics",-4.453934,11.828325
Organism-wide cellular dynamics and epigenomic remodeling in mammalian aging,https://www.biorxiv.org/content/10.1101/2025.05.12.653376v1.full.pdf,2025-05-16 12:05:01+00:00,12,"Aging, Senescence, Ageing",1.4771676,11.384147
Cell shapes decode molecular phenotypes in image-based spatial proteomics,https://www.biorxiv.org/content/10.1101/2025.05.13.653868v1,2025-05-19 06:00:00+00:00,17,"Spatial, Transcriptomics, Spatial transcriptomics",-3.8979087,11.302979
A genome-wide association study of imaging-defined atherosclerosis,https://doi.org/10.1038/s41467-025-57457-7,2025-04-23 07:28:29+00:00,13,"Genetic, Risk, Prediction",-0.43060824,9.8725605
Self-supervised learning reveals clinically relevant histomorphological patterns for therapeutic strategies in colon cancer,https://www.nature.com/articles/s41467-025-57541-y,2025-04-24 07:56:04+00:00,15,"Learning, Deep learning, Deep",-5.025988,8.350565
An ultrasensitive method for detection of cell-free RNA,https://www.nature.com/articles/s41586-025-08834-1,2025-04-17 07:05:23+00:00,7,"Cell, Rna, Single",-3.8202784,11.48363
Towards multimodal foundation models in molecular cell biology,https://www.nature.com/articles/s41586-025-08710-y,2025-04-22 09:50:13+00:00,5,"Cell, Segmentation, Cell segmentation",-2.8976824,9.279033
Learning tissue representation by identification of persistent local patterns in spatial omics data,https://www.biorxiv.org/content/10.1101/2024.03.06.583691v2,2025-04-24 10:46:08+00:00,8,"Omics, Spatial omics, Spatial",-1.6328485,11.122551
Predicting response to neoadjuvant chemotherapy in muscle-invasive bladder cancer via interpretable multimodal deep learning,https://www.nature.com/articles/s41746-025-01560-y,2025-04-07 07:34:06+00:00,15,"Learning, Deep learning, Deep",-5.5917034,7.942063
Towards Computation- and Communication-efficient Computational Pathology,https://arxiv.org/abs/2504.02628,2025-04-11 07:03:04+00:00,6,"Pathology, Foundation, Model",-2.9128096,6.7460804
CHOIR improves significance-based detection of cell types and states from single-cell data,https://www.nature.com/articles/s41588-025-02148-8,2025-04-08 07:04:03+00:00,5,"Cell, Segmentation, Cell segmentation",-2.648278,11.011245
"Pathogenic Germline Variants in 10,389 Adult Cancers + The pan-cancer landscape of prognostic germline variants in 10,582 patients",https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-020-0718-7,2025-04-10 10:32:36+00:00,19,"Cancer, Tumor, Spatial",-2.168129,13.020452
Highly Multiplexed 3D Profiling of Cell States and Immune Niches in Human Tumours,https://www.biorxiv.org/content/10.1101/2023.11.10.566670v4,2025-04-14 07:06:17+00:00,19,"Cancer, Tumor, Spatial",-2.6374478,12.702372
Echidna: A Bayesian framework for quantifying gene dosage effect impacting phenotypic plasticity,https://doi.org/10.1101/2024.12.15.628568,2025-03-27 08:56:05+00:00,13,"Genetic, Risk, Prediction",0.18945064,9.398005
Pregnancy and postpartum dynamics revealed by millions of lab tests,https://www.science.org/doi/10.1126/sciadv.adr7922,2025-03-31 07:00:00+00:00,13,"Genetic, Risk, Prediction",0.561914,10.281851
Social disadvantage accelerates aging,https://www.nature.com/articles/s41591-025-03563-4,2025-03-31 07:00:00+00:00,1,"Aging, Biological, Clocks",2.0455036,9.955682
Quantitative characterization of tissue states using multiomics and ecological spatial analysis,https://www.nature.com/articles/s41588-025-02119-z,2025-04-03 07:40:05+00:00,17,"Spatial, Transcriptomics, Spatial transcriptomics",-3.4041817,11.31963
Feature selection methods affect the performance of scRNA-seq data integration and querying,https://www.nature.com/articles/s41592-025-02624-3,2025-03-14 13:10:36+00:00,13,"Genetic, Risk, Prediction",-3.7549984,11.27657
DeepSpot: Leveraging Spatial Context for Enhanced Spatial Transcriptomics Prediction from H&E Images,https://www.medrxiv.org/content/10.1101/2025.02.09.25321567v1,2025-03-19 09:17:37+00:00,17,"Spatial, Transcriptomics, Spatial transcriptomics",-5.2891936,11.722927
Spatially resolved mapping of cells associated with human complex traits,https://www.nature.com/articles/s41586-025-08757-x,2025-03-20 14:31:59+00:00,4,"Human, Atlas, Tissue",-1.951923,10.505404
Single-cell and spatial transcriptomics enables probabilistic inference of cell type topography,https://www.nature.com/articles/s42003-020-01247-y,2025-03-20 14:35:59+00:00,17,"Spatial, Transcriptomics, Spatial transcriptomics",-2.9521108,11.444819
Optimal dietary patterns for healthy aging,https://www.nature.com/articles/s41591-025-03570-5,2025-03-25 12:02:30+00:00,1,"Aging, Biological, Clocks",2.5516722,10.529957
Optimizing Xenium In Situ data utility by quality assessment and best-practice analysis workflows,https://www.nature.com/articles/s41592-025-02617-2,2025-03-14 06:42:53+00:00,2,"Learning, Graph, Segment",-3.8281453,9.8505945
A computational pipeline for spatial mechano-transcriptomics,https://journals.biologists.com/dev/article/148/18/dev192773/237940/Inferring-cell-junction-tension-and-pressure-from,2025-03-20 14:41:14+00:00,17,"Spatial, Transcriptomics, Spatial transcriptomics",-4.7791076,12.057738
Computational memory capacity predicts aging and cognitive decline,https://www.nature.com/articles/s41467-025-57995-0,2025-03-25 09:41:59+00:00,16,"Age, Brain, Brain age",2.9010863,9.9917555
Systematic inference of super-resolution cell spatial profiles from histology images,https://www.nature.com/articles/s41467-025-57072-6,2025-03-04 17:52:10+00:00,0,"Images, Histopathology, Histological",-4.420229,9.984117
Spatial and molecular insights into microglial roles in cerebellar aging,https://www.biorxiv.org/content/10.1101/2025.03.01.640978v1.full,2025-03-11 13:31:43+00:00,9,"Brain, Mouse, Spatial",2.7616246,9.975366
Deconvolution of polygenic risk score in single cells unravels cellular and molecular heterogeneity of complex human diseases,https://doi.org/10.1101/2024.05.14.594252,2025-03-12 11:25:51+00:00,7,"Cell, Rna, Single",-0.53311616,9.314092
Integration of rare expression outlier-associated variants improves polygenic risk prediction,https://doi.org/10.1016/j.ajhg.2022.04.015,2025-03-12 12:37:02+00:00,13,"Genetic, Risk, Prediction",-0.26368335,8.620341
Deep learning assessment of senescence-associated nuclear morphologies in mammary tissue from healthy female donors to predict future risk of breast cancer: a retrospective cohort study - The Lancet Digital Health,https://www.nature.com/articles/s43587-022-00263-3,2025-03-12 20:02:41+00:00,15,"Learning, Deep learning, Deep",-5.526319,7.7860584
Reproducible image-based profiling with Pycytominer,https://www.nature.com/articles/s41592-025-02611-8,2025-03-05 12:44:09+00:00,2,"Learning, Graph, Segment",-3.4057226,8.502967
BANKSY unifies cell typing and tissue domain segmentation for scalable spatial omics data analysis,https://www.nature.com/articles/s41588-024-01664-3,2025-03-10 07:00:00+00:00,8,"Omics, Spatial omics, Spatial",-1.6191574,11.029686
Adapting systems biology to address the complexity of human disease in the single-cell era,https://www.nature.com/articles/s41576-025-00821-6,2025-03-12 16:24:33+00:00,7,"Cell, Rna, Single",-0.9901734,10.270068
Tissue reassembly with generative AI,https://www.biorxiv.org/content/10.1101/2025.02.13.638045v1.full.pdf,2025-02-19 09:29:22+00:00,4,"Human, Atlas, Tissue",-2.5519416,9.557525
AI-driven 3D Spatial Transcriptomics,https://arxiv.org/pdf/2502.17761,2025-02-26 16:05:01+00:00,17,"Spatial, Transcriptomics, Spatial transcriptomics",-4.8278346,11.890056
Temporal tissue dynamics from a spatial snapshot,https://www.biorxiv.org/content/10.1101/2024.04.22.590503v2,2025-02-17 07:00:00+00:00,4,"Human, Atlas, Tissue",-1.8900099,10.820911
Integrating the environmental and genetic architectures of mortality and aging,https://www.medrxiv.org/content/10.1101/2023.03.10.23286340v2,2025-02-17 14:57:06+00:00,1,"Aging, Biological, Clocks",1.5291636,9.835603
Tahoe-100M: A Giga-Scale Single-Cell Perturbation Atlas for Context-Dependent Gene Function and Cellular Modeling,https://www.biorxiv.org/content/10.1101/2025.02.20.639398v1,2025-02-25 14:42:08+00:00,18,"Cell, Single, Single cell",-2.7745442,11.144662
Disentangling Neurodegeneration From Aging in Multiple Sclerosis Using Deep Learning,https://www.neurology.org/doi/10.1212/WNL.0000000000209976,2025-02-26 13:29:29+00:00,16,"Age, Brain, Brain age",2.6685543,9.609387
Bioptimus foundation model,https://www.bioptimus.com/news/bioptimus-launches-h-optimus-0-the-worlds-largest-open-source-ai-foundation-model-for-pathology,2025-02-04 21:49:26+00:00,10,"Discovery, Model, Ai",-2.7440403,8.050159
Learning single-cell spatial context through integrated spatial multiomics with CORAL,https://www.biorxiv.org/content/10.1101/2025.02.01.636038v1,2025-02-07 09:31:06+00:00,18,"Cell, Single, Single cell",-2.534269,11.549001
Characterizing cell-type spatial relationships across length scales in spatially resolved omics data,https://www.nature.com/articles/s41467-024-55700-1,2025-02-10 09:00:04+00:00,8,"Omics, Spatial omics, Spatial",-1.5684355,11.2013445
"scCamAge: A context-aware prediction engine for cellular age, aging-associated bioactivities, and morphometrics",https://www.cell.com/cell-reports/fulltext/S2211-1247(25)00041-5,2025-02-10 09:00:07+00:00,12,"Aging, Senescence, Ageing",1.5511954,10.825064
SpatialLeiden: spatially aware Leiden clustering,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-025-03489-7,2025-02-11 13:14:49+00:00,2,"Learning, Graph, Segment",-3.7866137,11.888542
Benchmarking the translational potential of spatial gene expression prediction from histology,https://www.nature.com/articles/s41467-025-56618-y,2025-02-13 08:48:21+00:00,17,"Spatial, Transcriptomics, Spatial transcriptomics",-5.2907114,10.754925
Segment Anything for Microscopy,https://www.nature.com/articles/s41592-024-02580-4,2025-02-13 07:53:01+00:00,5,"Cell, Segmentation, Cell segmentation",-3.3790374,9.129773
"Unraveling microglial spatial organization in the developing human brain with DeepCellMap, a deep learning approach coupled with spatial statistics",https://www.nature.com/articles/s41467-025-56560-z,2025-02-14 07:41:13+00:00,9,"Brain, Mouse, Spatial",2.9754298,9.801221
Refining the impact of genetic evidence on clinical success,https://www.nature.com/articles/s41586-024-07316-0#Sec19,2025-01-29 11:12:56+00:00,13,"Genetic, Risk, Prediction",-0.13889162,9.012439
Molecular-driven Foundation Model for Oncologic Pathology,https://arxiv.org/pdf/2501.16652,2025-01-30 16:13:21+00:00,6,"Pathology, Foundation, Model",-2.8506765,7.1399236
Mapping the topography of spatial gene expression with interpretable deep learning,https://www.nature.com/articles/s41592-024-02503-3,2025-01-27 07:57:34+00:00,17,"Spatial, Transcriptomics, Spatial transcriptomics",-5.339702,11.130237
A genome-wide atlas of human cell morphology,https://www.nature.com/articles/s41592-024-02537-7,2025-01-27 22:52:17+00:00,4,"Human, Atlas, Tissue",-2.0003524,10.249373
AI-powered virtual tissues from spatial proteomics for clinical diagnostics and biomedical discovery,https://arxiv.org/abs/2501.06039,2025-01-21 12:35:54+00:00,11,"Imaging, Multiplexed, Using",-4.1792135,10.70164
CellViT++: Energy-Efficient and Adaptive Cell Segmentation and Classification Using Foundation Models,https://arxiv.org/html/2501.05269,2025-01-10 09:42:59+00:00,5,"Cell, Segmentation, Cell segmentation",-3.475875,9.05703
Deep learning using histological images for gene mutation prediction in lung cancer: a multicentre retrospective study,https://doi.org/10.1016/S1470-2045(24)00599-0,2025-01-15 09:07:03+00:00,15,"Learning, Deep learning, Deep",-5.663256,8.215078
QUICHE reveals structural definitions of anti-tumor responses in triple negative breast cancer,https://www.biorxiv.org/content/10.1101/2025.01.06.631548v1?ct=,2025-01-09 15:03:03+00:00,19,"Cancer, Tumor, Spatial",-2.4625452,13.101194
IL-23R is a senescence-linked circulating and tissue biomarker of aging,https://www.nature.com/articles/s43587-024-00752-7,2025-01-09 16:51:44+00:00,12,"Aging, Senescence, Ageing",1.3228328,11.971745
Predicting cell morphological responses to perturbations using generative modeling,https://www.nature.com/articles/s41467-024-55707-8,2025-01-09 20:38:27+00:00,5,"Cell, Segmentation, Cell segmentation",-2.694342,10.30763
Accurate predictions on small data with a tabular foundation model,https://www.nature.com/articles/s41586-024-08328-6,2025-01-09 20:40:26+00:00,2,"Learning, Graph, Segment",-2.8070412,7.7459154
"Our Sleep, Brain Aging, and Waste Clearance",https://erictopol.substack.com/p/our-sleep-brain-aging-and-waste-clearance,2025-01-13 07:00:00+00:00,1,"Aging, Biological, Clocks",3.0557055,10.082077
Somatic mutation as an explanation for epigenetic aging,https://www.nature.com/articles/s43587-024-00794-x,2025-01-14 21:52:43+00:00,12,"Aging, Senescence, Ageing",2.2356546,11.959354
Small-cohort GWAS discovery with AI over massive functional genomics knowledge graph,https://www.medrxiv.org/content/10.1101/2024.12.03.24318375v1,2025-01-14 21:54:11+00:00,13,"Genetic, Risk, Prediction",-0.40366563,8.640746
Spatial transcriptomic clocks reveal cell proximity effects in brain ageing,https://www.nature.com/articles/s41586-024-08334-8,2024-12-20 11:35:31+00:00,9,"Brain, Mouse, Spatial",2.822902,10.312694
Path2Space: An AI Approach for Cancer Biomarker Discovery Via Histopathology Inferred Spatial Transcriptomics,https://www.biorxiv.org/content/10.1101/2024.10.16.618609v1,2024-12-29 15:26:36+00:00,17,"Spatial, Transcriptomics, Spatial transcriptomics",-4.8625617,10.970656
Aging disrupts spatiotemporal coordination in the cycling ovary,https://www.biorxiv.org/content/10.1101/2024.12.15.628550v1,2024-12-18 15:25:47+00:00,1,"Aging, Biological, Clocks",0.96000427,10.609082
Lithocholic acid has anti-ageing effects,https://www.nature.com/articles/s41586-024-08348-2,2024-12-19 08:11:09+00:00,1,"Aging, Biological, Clocks",2.2766008,11.533132
Digital profiling of gene expression from histology images with linearized attention,https://www.nature.com/articles/s41467-024-54182-5,2024-12-17 15:06:38+00:00,0,"Images, Histopathology, Histological",-5.0519605,10.108042
GrandQC: A comprehensive solution to quality control problem in digital pathology,https://www.nature.com/articles/s41467-024-54769-y,2024-12-17 07:57:50+00:00,6,"Pathology, Foundation, Model",-3.4680052,6.8936257
Multimodal Whole Slide Foundation Model for Pathology,https://arxiv.org/abs/2411.19666,2024-12-02 22:05:31+00:00,6,"Pathology, Foundation, Model",-3.5230503,7.0331273
Discovering geroprotectors through the explainable artificial intelligence-based platform AgeXtend,https://www.nature.com/articles/s43587-024-00763-4,2024-12-05 13:43:19+00:00,8,"Omics, Spatial omics, Spatial",1.3176425,9.8022585
"Tabula Sapiens reveals transcription factor expression, senescence effects, and sex-specific features in cell types from 28 human organs and tissues",https://www.biorxiv.org/content/10.1101/2024.12.03.626516v1,2024-12-09 07:27:00+00:00,12,"Aging, Senescence, Ageing",1.410597,11.36637
